datetime,fut_close,idx_close,days_left,ann_basis
2026-05-18 16:00:00,8535.2,8627.95,21,18.684
2026-05-19 16:00:00,8573.8,8656.31,21,16.567
2026-05-20 16:00:00,8326.8,8419.84,21,19.206
2026-05-21 16:00:00,8469.2,8576.94,21,21.833
2026-05-24 16:00:00,8582.8,8703.89,21,24.181
2026-05-25 16:00:00,8565.0,8658.62,21,18.793
2026-05-26 16:00:00,8415.8,8530.98,21,23.467
2026-05-27 16:00:00,8458.0,8563.22,21,21.357
2026-05-28 16:00:00,8274.6,8359.56,21,17.665
2026-05-31 16:00:00,8225.2,8274.21,21,10.295
2026-06-01 16:00:00,8269.8,8290.83,21,4.409
2026-04-28 16:00:00,8270.0,8342.42,21,15.088
2026-04-29 16:00:00,8270.0,8349.51,21,16.551
2026-05-05 16:00:00,8497.6,8588.44,21,18.384
2026-05-06 16:00:00,8624.8,8696.8,21,14.39
2026-05-07 16:00:00,8620.8,8694.17,21,14.668
2026-05-10 16:00:00,8738.6,8839.74,21,19.886
2026-05-11 16:00:00,8695.4,8785.98,21,17.919
2026-05-12 16:00:00,8850.2,8918.24,21,13.26
2026-05-13 16:00:00,8608.0,8670.16,21,12.461
2026-05-14 16:00:00,8448.8,8536.34,21,17.824
2026-05-17 16:00:00,8479.2,8554.24,21,15.247
2026-05-18 16:00:00,8535.2,8627.95,21,18.684
2026-05-19 16:00:00,8573.8,8656.31,21,16.567
2026-05-20 16:00:00,8326.8,8419.84,21,19.206
2026-05-21 16:00:00,8469.2,8576.94,21,21.833
2026-05-24 16:00:00,8582.8,8703.89,21,24.181
2026-05-25 16:00:00,8565.0,8658.62,21,18.793
2026-05-26 16:00:00,8415.8,8530.98,21,23.467
2026-05-27 16:00:00,8458.0,8563.22,21,21.357
2026-05-28 16:00:00,8274.6,8359.56,21,17.665
2026-05-31 16:00:00,8225.2,8274.21,21,10.295
2026-06-01 16:00:00,8269.8,8290.83,21,4.409
2026-06-02 16:00:00,8262.0,8317.0,20,12.069
2026-06-03 16:00:00,8270.0,8279.86,19,2.288
2026-06-04 16:00:00,8255.0,8317.64,18,15.271
2026-06-07 16:00:00,8050.0,7978.66,17,-19.198
2026-06-08 16:00:00,7986.0,8059.34,14,23.725
2026-06-09 16:00:00,8051.0,8094.14,13,14.964
2026-06-10 16:00:00,8010.0,8025.61,12,5.916
2026-06-11 16:00:00,8129.8,8189.21,11,24.072
2026-06-14 16:00:00,8183.0,8175.05,10,-3.55
2026-06-15 16:00:00,8374.2,8430.92,7,35.08
2026-06-16 16:00:00,8450.0,8451.63,6,1.173
