datetime,fut_close,idx_close,days_left,ann_basis
2026-01-13 16:00:00,8197.8,8227.7,67,1.98
2026-01-14 16:00:00,8206.8,8223.27,67,1.091
2026-01-15 16:00:00,8210.4,8232.67,67,1.474
2026-01-18 16:00:00,8266.0,8287.95,67,1.443
2026-01-19 16:00:00,8248.8,8247.8,67,-0.066
2026-01-20 16:00:00,8371.0,8340.11,67,-2.018
2026-01-21 16:00:00,8400.0,8387.59,67,-0.806
2026-01-22 16:00:00,8658.2,8590.17,67,-4.314
2026-01-25 16:00:00,8470.0,8506.69,67,2.35
2026-01-26 16:00:00,8547.6,8548.93,67,0.085
2026-01-27 16:00:00,8622.0,8601.16,67,-1.32
2026-01-28 16:00:00,8517.6,8517.84,67,0.015
2026-01-29 16:00:00,8362.4,8370.52,67,0.528
2026-02-01 16:00:00,7903.2,8037.05,67,9.073
2026-02-02 16:00:00,8282.0,8286.7,67,0.309
2026-02-03 16:00:00,8313.6,8299.06,67,-0.954
2026-02-04 16:00:00,8120.2,8146.11,67,1.733
2026-02-05 16:00:00,8117.4,8146.41,67,1.94
2026-02-08 16:00:00,8311.6,8311.28,67,-0.021
2026-02-09 16:00:00,8290.8,8306.44,67,1.026
2026-02-10 16:00:00,8336.4,8325.81,67,-0.693
2026-02-11 16:00:00,8448.8,8423.57,67,-1.632
2026-02-12 16:00:00,8274.8,8299.58,67,1.627
2026-02-23 16:00:00,8371.6,8392.91,67,1.383
2026-02-24 16:00:00,8529.0,8527.56,67,-0.092
2026-02-25 16:00:00,8537.4,8557.22,67,1.262
2026-02-26 16:00:00,8645.4,8658.45,67,0.821
2026-03-01 16:00:00,8627.0,8658.33,67,1.971
2026-03-02 16:00:00,8266.2,8281.61,67,1.014
2026-03-03 16:00:00,8219.4,8248.94,67,1.951
2026-03-04 16:00:00,8255.6,8309.17,67,3.512
2026-03-05 16:00:00,8322.6,8360.33,67,2.459
2026-03-08 16:00:00,8267.0,8279.48,67,0.821
2026-03-09 16:00:00,8393.6,8410.3,67,1.082
2026-03-10 16:00:00,8360.0,8403.33,67,2.809
2026-03-11 16:00:00,8301.0,8359.47,67,3.81
2026-03-12 16:00:00,8213.8,8239.8,67,1.719
2026-03-15 16:00:00,8178.4,8185.15,67,0.449
2026-03-16 16:00:00,8000.0,8016.03,67,1.089
2026-03-17 16:00:00,8086.0,8096.43,67,0.702
2026-03-18 16:00:00,7671.0,7877.09,67,14.253
2026-03-19 16:00:00,7559.4,7760.04,67,14.085
2026-03-22 16:00:00,7235.0,7440.75,67,15.064
2026-03-23 16:00:00,7409.6,7597.37,67,13.464
2026-03-24 16:00:00,7530.0,7767.67,67,16.669
2026-03-25 16:00:00,7413.8,7642.13,67,16.277
2026-03-26 16:00:00,7559.2,7737.61,67,12.561
2026-03-29 16:00:00,7560.6,7753.72,67,13.569
2026-03-30 16:00:00,7425.0,7617.33,67,13.755
2026-03-31 16:00:00,7565.8,7750.09,67,12.954
2026-04-01 16:00:00,7409.6,7605.29,67,14.018
2026-04-02 16:00:00,7352.0,7534.94,67,13.227
2026-04-06 16:00:00,7388.8,7571.11,67,13.118
2026-04-07 16:00:00,7831.8,7945.15,67,7.772
2026-04-08 16:00:00,7748.8,7898.63,67,10.334
2026-04-09 16:00:00,7828.6,7969.36,67,9.622
2026-04-12 16:00:00,7808.8,7967.7,67,10.864
2026-04-13 16:00:00,7938.4,8088.57,67,10.114
2026-04-14 16:00:00,7904.0,8044.08,67,9.487
2026-04-15 16:00:00,8065.0,8180.08,67,7.664
2026-04-16 16:00:00,8036.6,8155.4,67,7.936
2026-04-19 16:00:00,8084.4,8223.58,66,9.36
2026-04-20 16:00:00,8137.2,8263.38,63,8.847
2026-04-21 16:00:00,8094.6,8226.85,62,9.464
2026-04-22 16:00:00,8287.4,8387.76,61,7.159
2026-04-23 16:00:00,8149.2,8244.78,60,7.052
2026-04-26 16:00:00,8144.0,8236.43,59,6.942
2026-04-27 16:00:00,8175.0,8274.63,56,7.848
2026-04-28 16:00:00,8074.0,8157.35,55,6.781
2026-04-29 16:00:00,8270.0,8331.44,54,4.985
2026-05-05 16:00:00,8377.8,8441.34,48,5.724
2026-05-06 16:00:00,8550.2,8637.84,47,7.879
2026-05-07 16:00:00,8585.2,8638.84,46,4.927
2026-05-10 16:00:00,8699.0,8771.18,45,6.675
2026-05-11 16:00:00,8752.0,8856.18,42,10.223
2026-05-12 16:00:00,8676.0,8730.91,41,5.599
2026-05-13 16:00:00,8877.0,8952.95,40,7.741
2026-05-14 16:00:00,8623.8,8676.62,39,5.697
2026-05-17 16:00:00,8426.0,8493.02,38,7.58
2026-05-18 16:00:00,8457.2,8524.15,35,8.191
2026-05-19 16:00:00,8515.8,8581.39,34,8.205
2026-05-20 16:00:00,8650.8,8703.17,33,6.656
2026-05-21 16:00:00,8400.0,8473.61,32,9.909
2026-05-24 16:00:00,8543.0,8631.21,31,12.033
2026-05-25 16:00:00,8563.6,8665.44,28,15.32
2026-05-26 16:00:00,8566.2,8659.22,27,14.522
2026-05-27 16:00:00,8411.4,8503.67,26,15.233
2026-05-28 16:00:00,8507.4,8589.82,25,14.009
2026-05-31 16:00:00,8298.0,8358.49,24,11.006
2026-06-01 16:00:00,8269.8,8290.83,21,4.409
2026-06-02 16:00:00,8262.0,8317.0,20,12.069
2026-06-03 16:00:00,8270.0,8279.86,19,2.288
2026-06-04 16:00:00,8255.0,8317.64,18,15.271
2026-06-07 16:00:00,8050.0,7978.66,17,-19.198
2026-06-08 16:00:00,7986.0,8059.34,14,23.725
2026-06-09 16:00:00,8051.0,8094.14,13,14.964
